Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1369,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23.0,2001,31,22,1850,20.6,0,1,1,0,0,0,7,0,0.7,0.7,1.3,2.0,16,54,25,0.05,0.10,1369,no NOR,MF,de Bundesliga,23,2001,20.6,0,12,4,33.3,0.58,0.19,0.00,0.00,26.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,1369,no NOR,MF,de Bundesliga,23,2001,20.6,656,781,84.0,11194,3078,1,1.3,2.0,-0.3,8,39,11,2,54,1369,no NOR,MF,de Bundesliga,23,2001,20.6,781,768,11,9,1,1,8,1,1,1,0,0,656,2,13,1369,no NOR,MF,de Bundesliga,23,2001,20.6,32,1.56,25,0,1,2,4,0,4,0.19,1369,no NOR,MF,de Bundesliga,23,2001,20.6,48,29,21,21,6,44,56.8,19,18,4,14,12,60,44,0,1369,no NOR,MF,de Bundesliga,23,2001,20.6,987,60,332,548,113,9,987,16,9,56.3,7,43.8,488,2507,1221,16,10,2,26,10,613,25,1694,no NOR,MF,de Bundesliga,23,2001,31,1850,60,60.5,20.6,22,76,10,9,20,2,0.77,25,49,-24,-1.17,-0.65,21.1,35.7,-14.6,-0.71,1369,no NOR,MF,de Bundesliga,23,2001,20.6,7,0,0,28,10,0,8,12,29,0,0,0,79,10,28,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26.0,1997,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,993,1241,80.0,24180,16099,0,0.0,0.0,0.0,1,5,0,0,1,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,1241,1043,195,74,0,0,0,0,0,0,0,0,993,3,0,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,4,0.12,3,0,0,0,1,0,0,0.00,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,0,0,0,0,0,0,,0,0,0,0,1,1,23,3,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,1312,992,1300,12,0,0,1312,2,2,100.0,0,0.0,831,4028,2240,0,0,0,0,1,776,0,1695,ch SUI,GK,de Bundesliga,26,1997,32,2880,90,94.1,32.0,32,90,32,0,,0,1.69,68,47,+21,+0.66,+1.16,58.3,40.3,+18.0,+0.56,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,1,0,0,0,2,0,0,1,0,0,0,0,61,5,0,100.0,82,ch SUI,GK,de Bundesliga,26,1997,32,32,2880,32.0,47,1.47,129,82,66.7,16,6,10,7,21.9,4,4,0,0,82,ch SUI,GK,de Bundesliga,26,1997,32.0,47,4,0,5,1,47.4,0.35,+1.4,+0.04,112,336,33.3,1117,126,23.7,28.6,420,22,5.2,47,1.47,15.7
1371,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,1996,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.10,0.07,1371,de GER,DF,de Bundesliga,28,1996,28.7,3,15,6,40.0,0.52,0.21,0.20,0.50,17.6,2,0,0,1.7,1.7,0.12,+1.3,+1.3,1371,de GER,DF,de Bundesliga,28,1996,28.7,1631,1799,90.7,30310,10229,0,0.2,0.5,-0.2,7,98,5,0,93,1371,de GER,DF,de Bundesliga,28,1996,28.7,1799,1690,107,46,0,6,1,3,0,0,0,0,1631,2,16,1371,de GER,DF,de Bundesliga,28,1996,28.7,21,0.73,18,0,0,3,0,0,4,0.14,1371,de GER,DF,de Bundesliga,28,1996,28.7,24,11,14,8,2,22,45.5,12,39,25,14,25,49,197,4,1371,de GER,DF,de Bundesliga,28,1996,28.7,2148,399,1075,1019,60,29,2148,3,1,33.3,2,66.7,1244,5204,2780,9,6,0,12,3,1397,4,1696,de GER,DF,de Bundesliga,28,1996,30,2586,86,84.5,28.7,30,86,27,0,,0,1.87,62,37,+25,+0.87,+1.44,56.8,39.7,+17.2,+0.60,1371,de GER,DF,de Bundesliga,28,1996,28.7,3,0,0,24,13,1,1,25,11,0,1,0,112,102,48,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27.0,1996,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,98,135,72.6,2631,1938,0,0.0,0.0,0.0,0,4,0,0,0,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,135,111,23,4,0,0,0,0,0,0,0,0,98,1,0,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,0,0.00,0,0,0,0,0,0,0,0.00,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,1,1,1,0,0,1,100.0,0,0,0,0,0,1,5,0,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,151,125,149,2,0,0,151,0,0,,0,,105,457,280,0,0,0,0,0,77,0,1699,bf BFA,GK,fr Ligue 1,27,1996,5,450,90,14.7,5.0,5,90,5,0,,20,0.60,3,8,-5,-1.00,-1.28,6.4,9.3,-2.9,-0.59,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0,83,bf BFA,GK,fr Ligue 1,27,1996,5,5,450,5.0,8,1.60,26,18,76.9,1,0,4,0,0.0,2,2,0,0,83,bf BFA,GK,fr Ligue 1,27,1996,5.0,8,2,0,1,0,11.1,0.38,+3.1,+0.61,14,42,33.3,115,22,29.6,33.2,53,4,7.5,2,0.40,9.4
1373,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25.0,1999,14,7,695,7.7,1,1,2,1,0,0,1,0,0.3,0.3,0.5,0.7,7,24,18,0.26,0.10,1373,dk DEN,MF,it Serie A,25,1999,7.7,1,8,2,25.0,1.04,0.26,0.13,0.50,25.0,0,0,0,0.3,0.3,0.03,+0.7,+0.7,1373,dk DEN,MF,it Serie A,25,1999,7.7,247,309,79.9,3986,1038,1,0.5,0.6,+0.5,9,18,3,0,24,1373,dk DEN,MF,it Serie A,25,1999,7.7,309,285,23,10,0,1,16,3,9,2,7,0,247,1,3,1373,dk DEN,MF,it Serie A,25,1999,7.7,20,2.59,13,5,0,1,1,0,3,0.39,1373,dk DEN,MF,it Serie A,25,1999,7.7,13,4,3,9,1,10,40.0,6,7,2,5,6,19,12,0,1373,dk DEN,MF,it Serie A,25,1999,7.7,370,14,82,205,90,8,370,4,2,50.0,1,25.0,230,1014,496,7,6,0,8,6,238,18,1700,dk DEN,MF,it Serie A,25,1999,14,695,50,20.3,7.7,7,79,2,7,21,4,1.00,10,10,0,0.00,+0.79,7.5,10.6,-3.1,-0.40,1373,dk DEN,MF,it Serie A,25,1999,7.7,1,0,0,7,5,0,16,6,4,0,0,0,31,8,7,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25.0,1999,27,14,1343,14.9,2,2,4,2,0,0,2,0,0.7,0.7,1.6,2.4,36,39,122,0.27,0.16,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,2,13,4,30.8,0.87,0.27,0.15,0.50,15.7,0,0,0,0.7,0.7,0.06,+1.3,+1.3,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,581,733,79.3,8631,2102,2,1.6,2.0,+0.4,16,22,16,6,39,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,733,610,122,2,1,2,58,115,5,2,3,0,581,1,28,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,38,2.55,31,1,2,1,3,0,4,0.27,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,20,10,7,10,3,14,71.4,4,21,4,17,10,30,26,0,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,908,34,232,360,325,31,908,41,15,36.6,21,51.2,549,2550,1333,36,24,7,23,12,587,122,1701,de GER,"DF,FW",de Bundesliga,25,1999,27,1343,50,43.9,14.9,14,77,1,13,20,4,1.37,23,29,-6,-0.40,-0.56,18.3,21.3,-3.0,-0.20,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,2,0,0,14,19,4,58,10,10,0,0,0,57,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26.0,1998,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,414,546,75.8,10461,7297,0,0.0,0.0,0.0,0,2,0,0,0,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,546,411,135,36,0,1,0,0,0,0,0,0,414,0,0,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,4,0.21,2,2,0,0,0,0,1,0.05,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,2,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,580,477,576,4,0,0,580,0,0,,0,,353,1863,967,0,0,0,0,0,281,0,1702,ch SUI,GK,fr Ligue 1,26,1998,19,1710,90,55.9,19.0,19,90,19,0,,15,2.00,32,19,+13,+0.68,+0.08,37.4,16.1,+21.3,+1.12,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,1,0,0,0,1,0,0,0,0,0,0,0,37,3,0,100.0,84,ch SUI,GK,fr Ligue 1,26,1998,19,19,1710,19.0,19,1.00,63,44,71.4,11,5,3,8,42.1,1,1,0,0,84,ch SUI,GK,fr Ligue 1,26,1998,19.0,19,1,0,2,0,17.2,0.26,-1.8,-0.10,50,157,31.8,447,70,25.7,29.9,225,16,7.1,20,1.05,14.8
1376,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30.0,1994,28,28,2295,25.5,2,0,2,2,0,0,11,1,1.6,1.6,0.6,2.1,26,101,31,0.08,0.08,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,2,13,5,38.5,0.51,0.20,0.15,0.40,19.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,1109,1368,81.1,20892,7386,0,0.6,1.7,-0.6,11,76,13,3,101,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,1368,1260,103,35,5,11,16,37,0,0,0,0,1109,5,21,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,29,1.14,25,1,1,2,0,0,2,0.08,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,62,46,34,21,7,55,63.6,20,43,24,19,42,104,127,0,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,1693,220,814,744,143,22,1693,9,5,55.6,4,44.4,835,3853,1745,26,20,4,20,7,998,31,1704,de GER,"DF,MF",de Bundesliga,30,1994,28,2295,82,75.0,25.5,28,82,18,0,,0,1.57,40,28,+12,+0.47,+0.47,36.0,34.2,+1.8,+0.07,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,11,1,0,46,36,1,16,42,46,0,2,0,99,38,34,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31.0,1993,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.59,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,3,20,8,40.0,2.12,0.85,0.10,0.25,13.4,0,1,1,4.9,4.2,0.21,-1.9,-2.2,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,132,169,78.1,2080,292,1,0.6,0.7,+0.4,5,8,2,0,12,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,169,153,16,1,0,8,0,1,0,0,0,0,132,0,4,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,11,1.16,8,0,0,2,0,1,3,0.32,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,4,1,1,3,0,4,0.0,4,3,0,3,4,8,6,1,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,232,6,34,137,68,31,231,12,6,50.0,6,50.0,114,383,84,0,2,0,6,12,159,20,1705,eg EGY,FW,fr Ligue 1,31,1993,16,851,53,27.8,9.5,10,69,1,6,27,0,1.38,17,16,+1,+0.11,+1.41,14.7,16.3,-1.6,-0.17,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,2,0,0,14,2,1,0,4,1,0,0,0,24,20,21,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Koke,es ESP,MF,Atlético Madrid,es La Liga,32.0,1992,32,20,1926,21.4,1,1,2,1,0,0,4,0,1.1,1.1,1.4,2.5,22,132,18,0.09,0.12,1378,es ESP,MF,es La Liga,32,1992,21.4,1,11,4,36.4,0.51,0.19,0.09,0.25,22.6,0,0,0,1.1,1.1,0.10,-0.1,-0.1,1378,es ESP,MF,es La Liga,32,1992,21.4,1444,1640,88.0,22797,7027,1,1.4,2.2,-0.4,16,134,22,6,132,1378,es ESP,MF,es La Liga,32,1992,21.4,1640,1565,67,48,3,6,22,7,12,5,2,0,1444,8,16,1378,es ESP,MF,es La Liga,32,1992,21.4,51,2.38,48,2,0,0,0,1,5,0.23,1378,es ESP,MF,es La Liga,32,1992,21.4,46,23,18,22,6,43,48.8,22,24,2,22,20,66,29,2,1378,es ESP,MF,es La Liga,32,1992,21.4,1829,52,455,1075,313,10,1829,22,9,40.9,11,50.0,1138,4782,2255,22,21,0,15,8,1339,18,1706,es ESP,MF,es La Liga,32,1992,32,1926,60,56.3,21.4,20,76,9,12,33,1,2.06,32,14,+18,+0.84,-0.36,32.8,19.4,+13.4,+0.63,1378,es ESP,MF,es La Liga,32,1992,21.4,4,0,0,23,16,0,22,20,23,0,0,1,122,8,9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,1993,23,23,1903,21.1,0,2,2,0,0,0,7,0,0.8,0.8,1.8,2.6,52,142,47,0.09,0.12,1379,ba BIH,DF,it Serie A,31,1993,21.1,0,10,2,20.0,0.47,0.09,0.00,0.00,13.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,1379,ba BIH,DF,it Serie A,31,1993,21.1,1115,1275,87.5,17226,6037,2,1.8,1.5,+0.2,17,105,12,2,142,1379,ba BIH,DF,it Serie A,31,1993,21.1,1275,1237,35,15,0,1,10,20,0,0,0,0,1115,3,17,1379,ba BIH,DF,it Serie A,31,1993,21.1,37,1.75,33,0,0,3,1,0,4,0.19,1379,ba BIH,DF,it Serie A,31,1993,21.1,41,26,21,20,0,30,53.3,14,16,7,9,25,66,53,1,1379,ba BIH,DF,it Serie A,31,1993,21.1,1458,71,483,761,230,27,1458,15,3,20.0,12,80.0,878,4210,2812,52,52,2,17,16,1001,47,1707,ba BIH,DF,it Serie A,31,1993,23,1903,83,55.6,21.1,23,83,16,0,,0,1.96,42,18,+24,+1.14,+0.13,33.6,19.3,+14.3,+0.68,1379,ba BIH,DF,it Serie A,31,1993,21.1,7,0,0,38,20,3,10,25,26,0,0,1,135,34,26,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25.0,1998,16,13,1160,12.9,8,1,9,7,1,1,0,0,4.7,3.9,1.6,5.5,21,20,100,0.62,0.49,1380,fr FRA,FW,it Serie A,25,1998,12.9,8,25,13,52.0,1.94,1.01,0.28,0.54,13.2,0,1,1,4.7,3.9,0.16,+3.3,+3.1,1380,fr FRA,FW,it Serie A,25,1998,12.9,151,216,69.9,1910,347,1,1.6,0.8,-0.6,17,8,9,0,20,1380,fr FRA,FW,it Serie A,25,1998,12.9,216,192,23,0,2,1,8,1,0,0,0,0,151,1,7,1380,fr FRA,FW,it Serie A,25,1998,12.9,27,2.09,20,0,6,0,1,0,3,0.23,1380,fr FRA,FW,it Serie A,25,1998,12.9,11,7,3,5,3,5,80.0,1,8,0,8,4,15,2,0,1380,fr FRA,FW,it Serie A,25,1998,12.9,364,3,27,147,193,71,363,44,18,40.9,24,54.5,213,1135,468,21,10,14,41,23,269,100,1709,fr FRA,FW,it Serie A,25,1998,16,1160,73,33.9,12.9,13,83,6,3,25,1,1.88,17,15,+2,+0.16,-0.68,15.3,13.1,+2.2,+0.17,1380,fr FRA,FW,it Serie A,25,1998,12.9,0,0,0,27,20,6,8,4,7,0,0,0,33,10,27,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25.0,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.50,1.39,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,2,15,6,40.0,3.77,1.51,0.07,0.17,11.8,0,1,1,4.7,3.9,0.26,-2.7,-2.9,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,57,78,73.1,755,123,1,0.9,0.6,+0.1,5,0,3,0,5,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,78,73,5,0,2,1,0,0,0,0,0,0,57,0,3,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,13,3.27,7,0,1,3,1,1,3,0.75,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,4,4,1,1,2,2,0.0,2,1,0,1,0,4,5,0,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35,1710,fr FRA,FW,fr Ligue 1,25,1998,10,358,36,11.7,4.0,2,68,1,8,28,3,2.40,10,7,+3,+0.75,-1.04,10.6,3.0,+7.7,+1.92,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27.0,1996,19,17,1307,14.5,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,13,53,16,0.00,0.06,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,0,3,0,0.0,0.21,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,592,751,78.8,11619,5591,0,0.8,0.8,-0.8,9,66,9,5,53,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,751,711,37,21,1,2,16,16,0,0,0,0,592,3,6,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,23,1.58,21,0,1,0,0,1,1,0.07,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,26,17,12,13,1,15,73.3,4,23,11,12,6,32,68,0,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,905,109,462,390,54,11,905,1,1,100.0,0,0.0,440,1831,1096,13,8,1,3,0,596,16,1711,hr CRO,DF,de Bundesliga,27,1996,19,1307,69,42.7,14.5,17,76,9,2,9,6,0.89,22,32,-10,-0.69,+0.39,16.9,24.4,-7.5,-0.52,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,3,0,0,16,13,0,16,6,17,0,0,0,37,15,31,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19.0,2005,20,5,654,7.3,2,1,3,2,0,0,1,0,1.1,1.1,1.5,2.6,18,11,46,0.41,0.36,1383,de GER,MF,de Bundesliga,19,2005,7.3,2,13,7,53.8,1.79,0.96,0.15,0.29,21.5,1,0,0,1.1,1.1,0.09,+0.9,+0.9,1383,de GER,MF,de Bundesliga,19,2005,7.3,159,221,71.9,2402,734,1,1.5,1.3,-0.5,13,3,2,1,11,1383,de GER,MF,de Bundesliga,19,2005,7.3,221,189,30,7,0,0,26,1,21,11,7,0,159,2,10,1383,de GER,MF,de Bundesliga,19,2005,7.3,25,3.44,9,11,2,2,1,0,1,0.14,1383,de GER,MF,de Bundesliga,19,2005,7.3,3,2,2,0,1,3,0.0,3,9,3,6,3,6,7,1,1383,de GER,MF,de Bundesliga,19,2005,7.3,313,8,43,123,151,17,313,22,12,54.5,7,31.8,185,1047,550,18,17,4,22,23,217,46,1712,de GER,MF,de Bundesliga,19,2005,20,654,33,21.4,7.3,5,62,0,15,23,9,1.15,4,12,-8,-1.10,-0.80,7.4,13.8,-6.4,-0.89,1383,de GER,MF,de Bundesliga,19,2005,7.3,1,0,0,7,12,3,26,3,2,0,0,0,32,11,18,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,25,115,3,0.11,0.10,1384,fr FRA,DF,eng Premier League,25,1999,28.4,1,19,3,15.8,0.67,0.11,0.05,0.33,10.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,1384,fr FRA,DF,eng Premier League,25,1999,28.4,1718,1905,90.2,31820,10824,2,1.0,0.9,+1.0,10,143,9,0,115,1384,fr FRA,DF,eng Premier League,25,1999,28.4,1905,1856,46,41,1,5,0,5,0,0,0,0,1718,3,9,1384,fr FRA,DF,eng Premier League,25,1999,28.4,31,1.09,26,0,0,4,0,1,7,0.25,1384,fr FRA,DF,eng Premier League,25,1999,28.4,40,26,25,13,2,35,71.4,10,29,15,14,17,57,133,3,1384,fr FRA,DF,eng Premier League,25,1999,28.4,2185,223,928,1145,119,23,2185,6,3,50.0,2,33.3,1290,6124,3603,25,15,0,8,2,1576,3,1713,fr FRA,DF,eng Premier League,25,1999,31,2560,83,74.9,28.4,30,84,24,1,45,1,2.26,59,28,+31,+1.09,-0.38,58.6,26.9,+31.7,+1.11,1384,fr FRA,DF,eng Premier League,25,1999,28.4,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
